"sampling_area","month","region","habitat","season","sex","class","unique_id","species","prey_1","prey_2","prey_3","prey_4","prey_5","prey_6","prey_7","prey_8","prey_9","prey_10","prey_11","prey_12","prey_13","prey_14","prey_15","prey_16","prey_17","prey_18","prey_19","prey_20","prey_21","prey_22","prey_23","prey_24","prey_25","prey_26","prey_27","prey_28","prey_29","prey_30","prey_31","prey_32","prey_33","prey_34","prey_35","prey_36","prey_37","prey_38","prey_39","prey_40","prey_41","prey_42","prey_43","prey_44","prey_45","prey_46","prey_47","prey_48","prey_49","prey_50","prey_51","prey_52","prey_53","prey_54","prey_55","prey_56","prey_57","prey_58","prey_59","prey_60"
"Area_04","juin","pothole","lake","Summer","F","K-4","F1059","Hoplias_malabaricus",0.4,0.75,0,0.84,0,0.45,0,0,0.03,0.45,0.41,0,0.48,0.66,0.3,0.31,0,0.89,0,0,0.04,0,0.11,0,0,0.76,0.88,0.8,0.83,0.89,0.4,0.87,0.92,0.66,0,0,0.75,0.78,0.98,0.5,0.47,0.3,0.58,0,0,0,0.83,0.43,0.82,0.7,0.71,0.25,0,0,0.02,0,0.84,0.89,0,0.86
"Area_06","fevrier","montain","sky","Winter","M","J-3","F1060","Prochilodus_lineatus",0.23,0,0,0.22,0,0.93,0,0.46,0.26,0,0.61,0.38,0,0.6,0.4,0.47,0.53,0.39,0.91,0.84,0,0,0.85,0.66,0.82,0.43,0,0.06,0.93,0,0,0,0.62,0.55,0,0.5,0.96,0,0.71,0,0.88,0,0.51,0.51,0.75,0,0,0.64,0.19,0.37,0.76,0,0.86,0.95,0.31,0.26,0,0.44,0,0.29
"Area_08","septembre","valley","slow-stream","Spring","F","I-2","F1061","Cichla_ocellaris",0.7,0,0.83,0.68,0,0,0,0,0,0,0,0.89,0.96,0.12,0.91,0.58,0.73,0.61,0.59,0.92,0.49,0.18,0,0.46,0,0.19,0.46,0.81,0.29,0,0.49,0,0.96,0,0.45,0.36,0.62,0.13,0.58,0.69,0.41,0.7,0,0.82,0,0,0,0,0,0.95,0.01,0.35,0.49,0,0.32,0.18,0,0,0.5,0.77
"Area_05","novembre","valley","fast-stream","Spring","M","K-4","F1062","Geophagus_brasiliensis",0.79,0.84,0.83,0.33,0.13,0,0.89,0.57,0.87,0.62,0.8,0.25,0.63,0,0.97,0,0,0.35,0.53,0.36,0.77,0,0.53,0,0,0,0,0.14,0.79,0,0.87,0.11,0.65,0.23,0,0,0.91,0.32,0,0,0,0.57,0.08,0.21,0.82,0.84,0.46,0.68,0.77,0.57,0,0,0.83,0.71,0.06,0,0.59,0,0,0.88
"Area_03","juillet","plains","estuary","Summer","F","M-6","F1063","Hoplias_malabaricus",0.83,0,0,0,0.29,0.84,0,0.8,0,0,0,0.76,0.24,0.09,0,0.47,0.65,0,0,0,0.13,0.15,0.27,0,0.13,0,0.78,0,0.23,0.31,0.78,0.18,0,0.45,0.27,0.7,0,0.8,0.03,0.07,0.84,0.36,0.71,0.47,0.79,0,0.2,0.88,0,0,0.02,0.13,0,0.55,0.67,0,0.89,0.68,0,0.29
"Area_03","aout","plains","slow-stream","Winter","M","L-5","F1064","Prochilodus_lineatus",0,0.76,0.6,0,0.78,0.58,0.36,0,0.14,0.85,0,0.06,0.28,0,0.58,0.95,0.93,0.28,0.04,0,0.02,0.97,0.05,0.88,0.32,0.12,0.23,0.29,0,0.86,0,0.45,0,0,0,0.65,0,0,0.25,0.54,0,0.05,0.76,0.01,0.64,0.9,0.9,0.2,0.89,0.52,0,0.75,0,0.72,0,0.97,0.64,0.71,0.82,0.76
"Area_06","aout","plains","river","Autumn","F","H-1","F1065","Pimelodus_maculatus",0,0.84,0.13,0.41,0.18,0.55,0,0.21,0,0,0.54,0.55,0.79,0,0,0.47,0,0,0,0.02,0.13,0,0,0.07,0,0.11,0,0.67,0.93,0,0,0.96,0.77,0,0.57,0,0,0,0.83,0,0.73,0,0,0,0.48,0.48,0.82,0,0.6,0.95,0.28,0.52,0,0,0.04,0,0.37,0.03,0.31,0.93
"Area_02","novembre","pothole","slow-stream","Spring","M","L-5","F1066","Astyanax_fasciatus",0.1,0.96,0.18,0.85,0.33,0.26,0,0.89,0.62,0.07,0,0.94,0.34,0.56,0,0.07,0.68,0.47,0.52,0.31,0.26,0.62,0.64,0.41,0.27,0.02,0.46,0.42,0,0.1,0,0.32,0,0,0.24,0,0.62,0.18,0,0.73,0.14,0.71,0.03,0.8,0.24,0.72,0,0,0.34,0.16,0,0,0.07,0.29,0.85,0.97,0.33,0.43,0.13,0
"Area_02","juin","montain","lake","Spring","F","I-2","F1067","Astyanax_fasciatus",0.75,0.24,0,0.45,0.86,0,0,0.3,0.31,0,0.61,0,0,0,0,0,0,0,0.64,0.65,0.51,0,0.19,0,0,0.33,0,0.27,0.26,0,0,0.18,0.74,0.51,0,0.53,0,0.19,0.41,0,0.02,0,0.79,0.1,0.5,0.5,0,0.61,0.36,0,0.2,0,0,0.21,0.8,0,0.62,0.62,0,0.99
"Area_01","mai","montain","estuary","Spring","F","J-3","F1068","Cichla_ocellaris",0.03,0.15,0.36,0,0,0,0.07,0.05,0.56,0,0.21,0.87,0.97,0,0.25,0,0.71,0.58,0.33,0,0.63,0.72,0,0.64,0.47,0.56,0,0.69,0.28,0.54,0.56,0,0.02,0.61,0.06,0.27,0.42,0.27,0.45,0.41,0.43,0.84,0,0.39,0,0.74,0.32,0.52,0.41,0,0.54,0,0.89,0,0,0,0.6,0.3,0.21,0.74
"Area_03","septembre","valley","marine","Summer","M","N-7","F1069","Cichla_ocellaris",0.3,0,0.72,0.21,0.8,0.43,0,0,0,0,0.39,0.57,0.08,0.97,0.22,0.97,0,0.2,0.33,0.35,0.09,0.3,0.93,0.87,0.35,0,0.58,0,0,0,0.43,0.84,0,0,0.97,0,0.33,0.34,0,0.66,0.85,0.91,0,0.82,0.07,0.93,0.84,0.68,0,0.27,0,0.55,0.16,0,0.79,0.64,0.51,0.55,0,0.46
"Area_05","septembre","montain","fast-stream","Winter","F","J-3","F1070","Rhamdia_quelen",0.83,0.32,0,0.55,0.93,0,0.98,0.95,0,0.47,0,0.78,0.2,0,0,0,0,0.31,0.18,0.21,0.14,0,0,0.26,0.66,0,0,0.79,0.78,0.81,0,0.9,0.04,0,0,0,0.83,0,0.91,0.71,0,0.26,0,0,0.45,0,0,0.41,0.01,0,0.67,0.84,0.24,0.03,0.95,0.45,0.52,0,0.65,0
"Area_06","mai","valley","lake","Autumn","M","L-5","F1071","Cichla_ocellaris",0.19,0,0.4,0,0,0,0,0.79,0.25,0.16,0,0.98,0.5,0.95,0.22,0.03,0.87,0,0.14,0,0.91,0.93,0.41,0.82,0,0,0,0.83,0.1,0,0.05,0.38,0.42,0,0.27,0,0,0,0,0.71,0.9,0.88,0.54,0.6,0.58,0.78,0.12,0.26,0,0.79,0.37,0,0.66,0,0.07,0,0,0,0.67,0.38
"Area_03","decembre","plains","fast-stream","Summer","F","L-5","F1072","Prochilodus_lineatus",0.41,0.83,0.11,0,0.88,0.49,0.34,0.32,0.22,0.35,0,0.7,0.34,0.21,0.69,0.53,0.89,0.42,0.87,0.11,0,0,0,0.05,0,0.49,0,0.16,0.93,0.84,0,0,0,0,0,0.18,0.69,0,0.64,0.87,0,0.54,0.65,0.62,0.32,0,0,0.05,0,0,0.47,0,0.38,0.48,0,0.36,0,0,0.43,0.36
"Area_08","octobre","plains","river","Summer","M","N-7","F1073","Cichla_ocellaris",0.31,0,0.97,0,0.77,0.1,0.77,0.4,0.41,0.36,0.2,0.04,0.4,0.19,0.51,0.18,0.09,0.64,0,0.42,0.04,0.66,0.68,0.19,0.62,0.46,0,0.57,0,0.75,0.95,0,0.91,0.48,0.25,0.6,0.97,0,0.49,0,0.06,0.76,0.96,0,0,0,0.66,0,0,0,0.16,0.07,0.26,0.54,0.99,0,0,0.81,0.72,0.5
"Area_05","janvier","montain","lake","Autumn","F","K-4","F1074","Cichla_ocellaris",0.99,0.29,0,0,0.55,0,0.43,0.87,0,0.97,0.97,0.34,0.23,0.26,0.13,0.1,0,0.89,0,0.68,0.73,0.34,0,0.89,0,0,0,0.93,0,0.11,0.58,0.73,0.67,0,0.39,0.34,0,0.65,0,1,0.44,0,0,0.35,0.53,0.27,0,0.48,0.24,0.77,0.39,0,0.37,0.48,0.04,0.19,0.89,0.76,0.68,0
"Area_01","octobre","plains","estuary","Winter","F","N-7","F1075","Pimelodus_maculatus",0.45,0,0.9,0.13,0.9,0,0.34,0.02,0.52,0,0.4,0.18,0.13,0,0.97,0,0.52,0,0,0.15,0.49,0.6,0.65,0.21,0,0.9,0.36,0.81,0,0.1,0.47,0.87,0.01,0.42,0.38,0,0.34,0.64,0.58,0.08,0.35,0.22,0.65,0,0,0.5,0,0,0.78,0.17,0.68,0.51,0.47,0,0.32,0.54,0.8,0,0.38,0
"Area_02","fevrier","valley","river","Summer","F","L-5","F1076","Hoplias_malabaricus",0,0,0.37,0,0,0.81,0.53,0,0.81,0.32,0.15,0.31,0,0.24,0.87,0.68,0,0.27,0,0.46,0.07,0.64,0.42,0.38,0.17,0.65,0.29,0,0,0,0.39,0.19,0,0.5,0.72,0,0.64,0.09,0.92,0.52,0.05,0.03,0,0.73,0,0.26,0,0,0,0.73,0,0.48,0,0.5,0.83,0.94,0,0.38,0,0.28
"Area_04","mars","valley","fast-stream","Spring","F","I-2","F1077","Leporinus_friderici",0.51,0,0.33,0,0.24,0.43,0.15,0.97,0.98,0,0.65,0.27,0,0.61,0.42,0,0.32,0.66,0,0.2,0.64,0.53,0.34,0,0.42,0.23,0.71,0.44,0,0.69,0.06,0.88,0.06,0.4,0.03,0.07,0.98,0.28,0,0.58,0,0,0,0.55,0,0.44,0,0.42,0,0,0.96,0.27,0,0.45,0,0,0.38,0,0,0
"Area_03","juillet","montain","marine","Spring","M","M-6","F1078","Geophagus_brasiliensis",0,0,0,0.22,0.63,0,0.13,0.73,0.18,0,0.14,0.09,0,0.37,0.63,0,0.35,0.26,0.37,0,0,0.59,0,0,0.83,0,0.49,0.1,0.85,0.74,0.47,0.29,0.72,0.62,0,0.26,0.97,0,0.23,0,0.64,0.73,0,0.57,0,0,0.9,0.53,0.72,0,0.78,0.85,0,0.53,0.81,0,0,0.2,0.82,0.05
"Area_05","juin","pothole","sky","Spring","F","L-5","F1079","Leporinus_friderici",0,0.1,0.3,0,0,0.62,0.24,0,0.35,0.43,0.43,0,0.38,0.72,0,0,0.07,0,0,0.81,0.73,0.9,0.63,0.92,0,0.05,0.17,0.19,0,0.57,0,0,0.15,0.68,0,0.36,0.34,0.82,0.1,0,0.56,0.97,0.71,0.01,0.72,0.11,0.95,0.56,0,0.79,0.75,0.9,0,0,0.94,0,0.19,0.31,0.65,0
"Area_06","decembre","plains","slow-stream","Summer","M","K-4","F1080","Astyanax_fasciatus",0.05,0.79,0,0.85,0,0,0.45,0.41,0.44,0.2,0.13,0.96,0.12,0.35,1,0,0,0.79,0.83,0,0.86,0,0.64,0.13,0.79,0.08,0.89,0.9,0,0,0.02,0.76,0.13,0.29,0.17,0.19,0,0.54,0.98,0,0,0.3,0.89,0,0,0.69,0.31,0,0.16,0,0.61,0.12,0.59,0.78,0.62,0.16,0,0.26,0.37,0.18
"Area_08","juin","montain","fast-stream","Winter","M","H-1","F1081","Astyanax_fasciatus",0,0,0.52,0,0.42,0,0,0,0.21,0.25,0.32,0.76,0.05,0.66,0.19,0.36,0.28,0.31,0.86,0.85,0.28,0.68,0,0.53,0.51,0.2,0.04,0,0.41,0.56,0.14,0,0.87,0.56,0.07,0.6,0.52,0.66,0.46,0,0.44,0.76,0,0.41,0,0,0.45,0,0.84,0.29,0.83,0.38,0.28,0.04,0.98,0.24,0.95,0.07,0,0
"Area_05","fevrier","pothole","slow-stream","Summer","M","I-2","F1082","Pimelodus_maculatus",0,0.31,0.04,0.18,0.57,0.27,0,0,0,0,0,0.95,0.99,0.95,0.29,0,0.08,0.85,0,0.77,0.8,0.7,0,0.82,0.14,0,0,0,0.93,0,0.56,0.73,0,0,0,0.32,0.93,0.92,0.05,0.08,0.96,0.06,0,0,0.69,0.53,0,0.43,0.26,0,0,0,0,0,0.78,0.4,0,0.68,0.02,0.11
"Area_05","janvier","montain","fast-stream","Spring","M","N-7","F1083","Prochilodus_lineatus",0,0.57,0.65,0.46,0.44,0.07,0.88,0.29,0.04,0.91,0,0.96,0.58,0.16,0,0,0.76,0.08,0,0.62,0.51,0,0.8,0.99,0.12,0.42,0.06,0,0.63,0.29,0,0,0.14,0.37,0.72,0,0.58,0.03,0.7,0,0.55,0.28,0.79,0.49,0.46,0.48,0.24,0.38,0.11,0,0.34,0,0.21,0.4,0.33,0.65,0.99,0.84,0.39,0.38
"Area_07","mars","montain","estuary","Spring","M","N-7","F1084","Astyanax_fasciatus",0,0,0.1,0,0.85,0.87,0.78,0,0.18,0,0.3,0.2,0,0.07,0.41,0,0.77,0.27,0,0.31,0.92,0.68,0,0,0.29,0.51,0,0.05,0,0.25,0,0,0.71,0.6,0.8,0.66,0.97,0.85,0.6,0,0.56,0.61,0.57,0.92,0,0,0.57,0,0.49,0,0.27,0,0,0.08,0.39,0,0.12,0.14,0,0
"Area_04","septembre","plains","slow-stream","Spring","M","H-1","F1085","Prochilodus_lineatus",0.61,0,0.94,0,0.66,0.26,0.14,0,0,0.28,0,0.27,0.29,0.32,0,0.42,0.72,0.39,0.97,0.14,0,0.36,0.51,0,0.02,0.38,0.49,0.63,0,0,0.98,0,0.09,0,0.46,0.48,0.7,0,0.54,0.93,0.79,0,0,0.09,0.51,0.69,0,0,0.67,0,0,0.48,0.55,0.73,0,0.89,0.55,0.88,0.98,0.98
"Area_03","fevrier","plains","fast-stream","Winter","M","J-3","F1086","Hoplias_malabaricus",1,0,0,0.39,0.27,0.28,0.51,0,0.13,0.53,0.79,0.61,0.43,0,0.79,0.62,0.83,0,0.58,0.03,0,0.33,0.23,0.69,0.53,0.31,0.2,0,0.63,0.43,0,0.57,0.19,0.63,0.04,0.38,0.32,0.36,0,0,0.51,0.76,0.6,0.81,0.35,0.01,0,0.61,0.85,0.83,0.17,0.27,0.3,0,0,0.68,0.69,0.07,0,0
"Area_07","octobre","pothole","marine","Winter","F","K-4","F1087","Hoplias_malabaricus",0.59,0.81,0,0.07,0.1,0.21,0.12,0.26,0,0.62,0.25,0.54,0.3,0.57,0.08,0.06,0.02,0,0.95,0.59,0,0,0.85,0.74,0,0.63,0.91,0.09,0,0.03,0.24,0,0.56,0,0.45,0,0.21,0.98,0.71,0.15,0.99,0.45,0.54,0.71,0.51,0,0,0.67,0.54,0.24,0.97,0.67,0.95,0.47,0,0.31,0,0,0,0.02
"Area_03","decembre","pothole","lake","Autumn","M","H-1","F1088","Geophagus_brasiliensis",0.11,0.11,0,0,0.83,0,0.12,0.88,0.91,0,0.41,0.2,0.74,0,0.65,0.58,0,0.54,0,0.28,0.45,0.76,0,0,0.09,0,0,0.03,0.85,0.17,0.74,0.62,0,0,0,0,0,0.08,0.25,0,0.76,0.48,0.75,0,0.06,0,0.7,0.62,0,0.65,0,0.16,0,0,0,0.18,0,0.59,0,0.96
"Area_07","aout","valley","estuary","Spring","F","I-2","F1089","Cichla_ocellaris",0.39,0,0.83,0,0,0.73,0.02,0.55,0.1,0.15,0.23,0.32,0.37,0.71,0.57,0.64,0,0,0,0.71,0.28,0.69,0.91,0.68,0.32,0.38,0.38,0,0.23,0.73,0.83,0,0.96,0.48,0.86,0,0.86,0,0.93,0.21,0.98,0.6,0,0.56,0.39,0,0.81,0,0.3,0,0.41,0.68,0.86,0.75,0.64,0.57,0.97,0.98,0,0.63
"Area_02","aout","montain","fast-stream","Summer","M","L-5","F1090","Rhamdia_quelen",0,0.27,0,0.73,0.81,0.25,0.34,0.46,0.44,0,0.51,0.07,0.83,0,0.23,0,0.9,0.21,0.96,0.79,0,0,0.76,0,0.12,0,0.11,0,0,0.39,0.84,0.07,0.62,0.57,0.24,0,0.85,0,0.4,0.1,0.39,0,0.66,0.66,0.99,0,0,0.69,0,0.43,0.84,0.45,0.61,0.76,0.29,0.02,0.71,0.91,0,0.52
"Area_07","decembre","plains","lake","Winter","F","H-1","F1091","Astyanax_fasciatus",0,0.79,0,0.47,0.82,0.66,0,0.98,0.41,0,0.37,0.75,0.25,0.78,0.31,0.08,0,0,0.68,0.27,0.61,0.2,0.64,0,0.25,0.49,0,0.62,0,0.68,0,0.29,0.67,0.44,0.99,0.2,0,0.34,0.43,0.75,0.42,0,0.5,0,0,0,0.43,0.46,0.93,0.53,0,0,0,0.14,0.55,0,0.59,0.76,0,0.88
"Area_02","septembre","pothole","estuary","Autumn","M","J-3","F1092","Hoplias_malabaricus",0,0.35,0.79,0.58,0.77,0,0.14,0.34,0.47,0.42,0.57,0.5,0,0.55,0.73,0.66,0,0.16,0,0,0,0.82,0,0.56,0.62,0,0.43,0,0.12,0.72,0,0.64,0,0.46,0.62,0.66,0.14,0.59,0,0,0,0.13,0.47,0.47,0.11,0,0.65,0.18,0.89,0.26,0,0.17,0,0,0.79,0.14,0.21,0.08,0,0
"Area_07","avril","pothole","river","Spring","F","M-6","F1093","Prochilodus_lineatus",0.08,0.4,0.49,0.81,0.04,0.15,0.93,0.14,0.3,0.54,0,0,0.13,0.21,0,0.26,0,0,0,0.36,0.94,0,0.46,0,0.16,0,0.61,0.77,0.73,0.76,0.52,0,0,0.03,0,0.03,0,0.38,0.44,0.33,0,0.6,0,0.58,0.56,0.13,0,0.78,0,0.95,0.21,0,0.37,0.96,0.63,0,0,0.51,0.46,0.95
"Area_02","avril","pothole","lake","Summer","M","I-2","F1094","Cichla_ocellaris",0.38,0.84,0,0,0,0,0,0.39,0.96,0.64,0.37,0.25,0,0,0,0,0,0.84,0,0.99,0.07,0,0.85,0.15,0,0.58,0.42,0.67,0,0,0.58,0,0.4,0.43,1,0.79,0.36,0.39,0,0,0.68,0,0.07,0,0,0.95,0.51,0,0.25,0,0,0,0,0.57,0.26,0,0,0.39,0,0.73
"Area_07","janvier","valley","slow-stream","Spring","M","K-4","F1095","Astyanax_fasciatus",0,0.76,0.64,0.38,0,0.49,0.63,0,0,0.98,0,0.76,0.61,0.92,0,0,0.13,0.61,0,0.02,0.56,0.1,0,0.29,0.59,0,0,0.55,0,0.54,0.4,0.67,0.51,0,0.02,0.21,0.69,0,0.86,0.91,0,0.69,0.38,0.6,0,0.43,0.24,0.03,0,0,0.09,0.81,0,0,0.57,0,0,0.8,0.69,0.38
"Area_02","novembre","valley","marine","Autumn","M","L-5","F1096","Hoplias_malabaricus",0,0.09,0.89,0,0.33,0,0.46,0.6,0.28,0.72,0,0.57,0.46,0,0.37,0.51,0,0.9,0.73,0,0,0,0.7,0.82,0.21,0,0,0.98,0.22,0,0.1,0.31,0.5,0,0.94,0.93,0.81,0,0,0,0.54,0,0.56,0,0.71,0.42,0.1,0,0.85,0.13,0.38,0.89,0,0,0.74,0,0.03,0.7,0,0.36
"Area_02","fevrier","valley","lake","Spring","F","K-4","F1097","Leporinus_friderici",0.07,0,0.69,0,0,0.51,0.93,0,0.45,0.12,0.31,0.09,0,0,0,0,0.46,0.9,0.27,0,0.5,0,0.27,0.2,0.89,0.07,0,0.3,0.86,0.69,0.42,0.09,0.97,0.09,0.59,0,0.13,0.24,0.58,0.44,0.87,0.13,0.79,0.09,0.6,0.49,0,0.71,0,0,0.91,0,0.21,0,0.64,0,0,0.53,0.53,0.97
"Area_03","novembre","valley","river","Autumn","F","J-3","F1098","Geophagus_brasiliensis",0.15,0.28,0.8,0.47,0.82,0,0,0.16,0,0,0.98,0,0.97,0,0,0.99,0.3,0,0.85,0,0.53,0.23,0,0.18,0,0,0.33,0.05,0,0.62,0.54,0,0.88,0.4,0,0,0,0,0.43,0.14,0.74,0,0.94,0.84,0.32,0.62,0.64,0.01,0,0.45,0.8,0.33,0.59,0.69,0,0.36,0.95,0.27,0.23,0
"Area_08","juillet","plains","lake","Autumn","M","I-2","F1099","Astyanax_fasciatus",0.19,0.19,0.83,0.44,0.12,0,0,0.03,0.35,0.33,0.65,0.29,0.03,0.08,0.11,0.86,0,0.21,0.34,0.31,0.02,0,0,0.84,0,0.62,0,0.88,0.06,0.72,0.96,0.81,0.74,0.49,0.57,0,0.74,0.52,0,0.51,0.51,0,0.18,0.69,0,0,0.17,0,0,0.78,0.59,0,0.27,0.49,0,0,0.1,0.8,0.94,0
"Area_06","novembre","pothole","lake","Summer","F","I-2","F1100","Leporinus_friderici",0.5,0.24,0,0,0.7,0.71,0.57,0.87,0.08,0.43,0,0.75,0,0,0.25,0.75,0,0,0.04,0,0.58,0.99,0.49,0,0.25,0,0.48,0.44,0,0.38,0.68,0.13,0.66,0.18,0,0.51,0.47,0,0,0.89,0,0.18,0,0.06,0.69,0,0,0.8,0.78,0.2,0.6,0.54,0.76,0.51,0,0.87,0,0.34,0,0
"Area_01","aout","plains","estuary","Summer","F","I-2","F1101","Pimelodus_maculatus",0.37,0,0.59,0.61,0.36,0.34,0,0.61,0.37,0.29,0.84,0,0.7,0.89,0.44,0.99,0.96,0,0,0.94,0.42,0.33,0.84,0,0,0.2,0,0.15,0.56,0.97,0,0,0.68,0.27,0.4,0.73,0.42,0,0.93,0,0.13,0.42,0.65,0.05,0,0.41,0,0.64,0.64,0.13,0,0,0.66,0,0,0,0,0.72,0,0.76
"Area_07","septembre","plains","river","Winter","F","I-2","F1102","Rhamdia_quelen",0.37,0.92,0.82,0,0,0,0,0.37,0.57,0.54,0.97,0,0,0.15,0.97,0.93,0.04,0.45,0.11,0,0.11,0,0,0.76,0,0.3,0.76,0,0.24,0,0.49,0,0,0.22,0.66,0.05,0.93,0.73,0,0,0,0.04,0,0,0,0,0.59,0.07,0,0,0.53,0.99,0.5,0.91,0,0,0.46,0.47,0.39,0.54
"Area_01","mai","valley","slow-stream","Summer","F","J-3","F1103","Prochilodus_lineatus",0,0.47,0.29,0.62,0.91,0,0.81,0.46,0,0.92,0.98,0,0.67,0,0.71,0,0.14,0.39,0,0,0.12,0.31,0.31,0.31,0.01,0.69,0,0,0.89,0.58,0,0.2,0.57,0,0,0,0.58,0.36,0,0,0.86,0.89,0.78,0,0,0.87,0.22,0,0.07,0.76,0.33,0.95,0.69,0.4,0.05,0,0.98,0,0.45,0
"Area_07","mai","valley","marine","Summer","F","N-7","F1104","Hoplias_malabaricus",0.23,0,0.97,0,0.63,0.87,0.03,0,0.19,0.32,0.56,0,0.52,0.9,0,0,0,0.91,0.8,0,0.15,0,0.93,0.06,0.34,0.78,0,0.61,0,0.65,0.75,0.02,0.02,0,0.11,0.39,0,0.09,0,0,0,0.23,0.31,0,0.39,0.77,0.83,0.81,0.8,0.43,0.16,0,0,0.16,0,0.92,0.42,0,0.28,0.41
"Area_06","juin","montain","marine","Spring","F","N-7","F1105","Prochilodus_lineatus",0.51,0.15,0,0.26,0.04,0.1,0.4,0.43,0.59,0.79,0.19,0.3,0.87,0.11,0.09,0,0.17,0.64,0.69,0,0,0,0.67,0.37,0.22,0,0.32,0,0.05,0.42,0.91,0.73,0,0.78,0,0.73,0.7,0,0.47,0.14,0,0.74,0.75,0,0.83,0.58,0.84,0.37,0.78,0.71,0,0,0.15,0.51,0.84,0.9,0,0,0.08,0.37
"Area_08","octobre","valley","sky","Spring","F","J-3","F1106","Pimelodus_maculatus",0,0,0.52,0.24,0,0.39,0.77,0,0.1,0,0,0,0,0,0.48,0.11,0,0,0,0.99,0.03,0.03,0,0.18,0,0.68,0.2,0.67,0.04,0,0.56,0.58,0,0.83,0.89,0.23,0.94,0,0.7,0.03,0.92,0,0.8,0,0.68,0.5,0.11,0.02,0,0,0.79,0,0.81,0,0,0,0.32,0,0.79,0.65
"Area_01","janvier","valley","lake","Spring","F","L-5","F1107","Pimelodus_maculatus",0.42,0.54,0.62,0,0.39,0.33,0.16,0.16,0.29,0,0.61,0.75,0.45,0.06,0.1,0.3,0.36,0.47,0.26,0.92,0,0.46,0.12,0,0.44,0,0,0.51,0,0.29,0.2,0,0.08,0,0.65,0.36,0,0,0.05,0.83,0.35,0.67,0.71,0,0,0.89,0,0.63,0.5,0,0.8,1,0.05,0.84,0.57,0.7,0.9,0.09,0.64,0.28
"Area_01","decembre","montain","estuary","Autumn","F","K-4","F1108","Astyanax_fasciatus",0,0,0,0.77,0,0.42,0.52,0.14,0.6,0.85,0,0,0,0.44,0,0.83,0,0.06,0.55,0,0.94,0.44,0,0.37,0.2,0,0,0.77,0.35,0,0.05,0.84,0,0,0,0.41,0,0,0,0.35,0.85,0.21,0,0,0,0,0.02,0.99,0,0.14,0.26,0.85,0,0.46,0.47,0.52,0.69,0.34,0.93,0
"Area_03","octobre","pothole","river","Autumn","F","J-3","F1109","Cichla_ocellaris",0.28,0.62,0.94,0.12,0.6,0,0.34,0.31,0,0,0,0.16,0.88,0.22,0.38,0,0.22,0.25,0,0,0.39,0.98,0.39,0.37,0.4,0.04,0.32,0,0,0.07,0.55,0.7,0.04,0,0.63,0,0,0.46,0.12,0,0.46,0.4,0,0.26,0,0,0.16,0,0,0.03,0.52,0.81,0,0.69,0.54,0.72,0.72,0,0,0.19
"Area_01","mai","plains","river","Autumn","M","L-5","F1110","Astyanax_fasciatus",0.07,0.52,0,0.65,0.48,0,0.43,0,0.87,0.03,0.45,0,0.53,0.71,0.24,0,0.45,0,0,0.96,0.18,0,0.21,0,0.55,0.31,0.23,0,0.31,0.5,0.19,0.6,0.51,0,0,0.84,0.18,0,0.77,0.22,0.58,0.97,0.56,0.18,0.15,0,0,0.24,0.39,0,0,0,0.38,0,0.7,0,0,0.52,0,0.83
"Area_02","juin","montain","sky","Autumn","M","L-5","F1111","Rhamdia_quelen",0.22,0,0,0.38,0.81,0.9,0.85,0.21,0.99,0.61,0.96,0,0,0,0.23,0,0,0.28,0,0,0.94,0,0.54,0,0,0.64,0.44,0,0.57,0.3,0.83,0.25,0.56,0,0.73,0,0,0,0.45,0,0.89,0,0.19,0.67,0.73,0,0.52,0.76,0.15,0,0,0.9,0,0.46,0,0,0.33,0.15,0,0
"Area_03","mai","valley","river","Spring","M","N-7","F1112","Pimelodus_maculatus",0.8,0,0.39,0.46,0.73,0.87,0.41,0.18,0.62,0.01,0.64,0.89,0,0.11,0.94,0,0.57,0.59,0.9,0.75,0.03,0.61,0.81,0,0.83,0,0,0.49,0.52,0,0.96,0,0,0,0.65,0,0,0.64,0.09,0.65,0.1,0.56,0.96,0,0,0,0,0,0.18,0.45,0.88,0,0.77,0,0.16,0.53,0.83,0.8,0.26,0.27
"Area_04","janvier","valley","slow-stream","Spring","M","M-6","F1113","Cichla_ocellaris",0.33,0.01,0.86,0.5,0.78,0.19,0.47,1,0.16,0.88,0.86,0,0.46,0.93,0.65,0.42,0,0.1,0.84,0.69,0,0.65,0,0.39,0.23,0.19,0.85,0.96,0,0,0,0,0,0,0.07,0.76,0,0,0,0.11,0.52,0,0.61,0.79,0,0,0,0,0,0,0,0,0,0.25,0.09,0.88,0,0.67,0,0.63
"Area_08","octobre","plains","lake","Summer","F","J-3","F1114","Leporinus_friderici",0,0.24,0,0.34,0.3,0.8,0.53,0.86,0,0.59,0.83,0,0,0,0.81,0.4,0.1,0.83,0,0.24,0.55,0.81,0.93,0.61,0.79,0.8,0.75,0,0.21,0.99,0.81,0.14,0.79,0.3,0.25,0,0.89,0.57,0.07,0,0,0.12,0,0.78,0,0.21,0,0.51,0.91,0,0.22,0.07,0.41,0.51,0.21,0,0,0.36,0.81,0.6
